"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2345.6,,
"MEX","Mexico","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2311.2,,
"MEX","Mexico","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2285.2,,
"MEX","Mexico","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2271.2,,
"MEX","Mexico","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2276.5,,
"MEX","Mexico","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2270.6,,
"MEX","Mexico","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2281,,
"MEX","Mexico","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2280.6,,
"MEX","Mexico","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2261.4,,
"MEX","Mexico","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2258,,
"MEX","Mexico","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2250.2,,
"MEX","Mexico","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2242.4,,
"MEX","Mexico","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2250.2,,
"MEX","Mexico","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2225.8,,
"MEX","Mexico","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2236.6,,
"MEX","Mexico","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2228.4,,
"MEX","Mexico","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2246.4,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1394,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1390,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1378,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1372,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1390,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1371,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1363,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1359,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1363,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1354,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1350,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1351,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1341,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1347,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1349,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1347,,
"NLD","Netherlands","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1462,,
"NLD","Netherlands","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1452,,
"NLD","Netherlands","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1435,,
"NLD","Netherlands","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1427,,
"NLD","Netherlands","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1448,,
"NLD","Netherlands","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1434,,
"NLD","Netherlands","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1430,,
"NLD","Netherlands","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1430,,
"NLD","Netherlands","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1430,,
"NLD","Netherlands","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1422,,
"NLD","Netherlands","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1421,,
"NLD","Netherlands","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1422,,
"NLD","Netherlands","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1413,,
"NLD","Netherlands","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1415,,
"NLD","Netherlands","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1419,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1777,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1770,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1769,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1771,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1796,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1785,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1767,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1739,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1721,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1735,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1723,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1747,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1760,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1836,,
"NZL","New Zealand","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1825,,
"NZL","New Zealand","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1826,,
"NZL","New Zealand","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1823,,
"NZL","New Zealand","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1830,,
"NZL","New Zealand","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1815,,
"NZL","New Zealand","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1795,,
"NZL","New Zealand","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1774,,
"NZL","New Zealand","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1761,,
"NZL","New Zealand","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1740,,
"NZL","New Zealand","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1755,,
"NZL","New Zealand","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1746,,
"NZL","New Zealand","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734,,
"NZL","New Zealand","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1752,,
"NZL","New Zealand","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1762,,
"NZL","New Zealand","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1757,,
"NOR","Norway","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1455,,
"NOR","Norway","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1429,,
"NOR","Norway","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1414,,
"NOR","Norway","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1400.7,,
"NOR","Norway","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1420.5,,
"NOR","Norway","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1422.8,,
"NOR","Norway","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1419.8,,
"NOR","Norway","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1426,,
"NOR","Norway","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1429.5,,
"NOR","Norway","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1406.8,,
"NOR","Norway","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1415.3,,
"NOR","Norway","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1421.1,,
"NOR","Norway","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1419.7,,
"NOR","Norway","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1408.1,,
"NOR","Norway","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1426.9,,
"NOR","Norway","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1423.9,,
"POL","Poland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1963,,
"POL","Poland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1957,,
"POL","Poland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1958,,
"POL","Poland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1956,,
"POL","Poland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1957,,
"POL","Poland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1970,,
"POL","Poland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1958,,
"POL","Poland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1953,,
"POL","Poland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1940,,
"POL","Poland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1914,,
"POL","Poland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1912,,
"POL","Poland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1911,,
"POL","Poland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1893,,
"POL","Poland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1879,,
"POL","Poland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1885,,
"POL","Poland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1923,,
"POL","Poland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1988,,
"POL","Poland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1974,,
"POL","Poland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1979,,
"POL","Poland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1984,,
"POL","Poland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1983,,
"POL","Poland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1994,,
"POL","Poland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1985,,
"POL","Poland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1976,,
"POL","Poland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1969,,
"POL","Poland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1948,,
"POL","Poland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1940,,
"POL","Poland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1938,,
"POL","Poland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1929,,
"POL","Poland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1918,,
"POL","Poland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1923,,
"POL","Poland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1963,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1729,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1742,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1745,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1735,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1748,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1737,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1749,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1731,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1743,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1718,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1714,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1701,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1685,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1693,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1719,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1683,,
"PRT","Portugal","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1917,,
"PRT","Portugal","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1900,,
"PRT","Portugal","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1894,,
"PRT","Portugal","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1887,,
"PRT","Portugal","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1893,,
"PRT","Portugal","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1895,,
"PRT","Portugal","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1883,,
"PRT","Portugal","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1900,,
"PRT","Portugal","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1887,,
"PRT","Portugal","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1887,,
"PRT","Portugal","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1890,,
"PRT","Portugal","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1867,,
"PRT","Portugal","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1849,,
"PRT","Portugal","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1859,,
"PRT","Portugal","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1865,,
"PRT","Portugal","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1868,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1768,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1780,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1760,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1731,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1728,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1756,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1727,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1729,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1734,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1742,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1736,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1704,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1816,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1801,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1754,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1698,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1742,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1769,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1791,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1793,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1780,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1805,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1793,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1789,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1772,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1760,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1754,,
"ESP","Spain","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1704.8,,
"ESP","Spain","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1716.3,,
"ESP","Spain","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1722.8,,
"ESP","Spain","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1714.2,,
"ESP","Spain","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1700.3,,
"ESP","Spain","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1685.8,,
"ESP","Spain","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1675,,
"ESP","Spain","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1662.1,,
"ESP","Spain","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1668.3,,
"ESP","Spain","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1675.9,,
"ESP","Spain","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1666.9,,
"ESP","Spain","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1670.1,,
"ESP","Spain","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1653.3,,
"ESP","Spain","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1644.7,,
"ESP","Spain","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1647.8,,
"ESP","Spain","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1642.7,,
"ESP","Spain","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1752.8,,
"ESP","Spain","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1762.5,,
"ESP","Spain","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1764.6,,
"ESP","Spain","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1755.9,,
"ESP","Spain","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1741.5,,
"ESP","Spain","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1725.6,,
"ESP","Spain","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1715.7,,
"ESP","Spain","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1703.5,,
"ESP","Spain","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1712.6,,
"ESP","Spain","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1719.7,,
"ESP","Spain","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1710.4,,
"ESP","Spain","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1715.5,,
"ESP","Spain","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1699.9,,
"ESP","Spain","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1695.6,,
"ESP","Spain","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1698,,
"ESP","Spain","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1691.3,,
"SWE","Sweden","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1642,,
"SWE","Sweden","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1618,,
"SWE","Sweden","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1595,,
"SWE","Sweden","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1582,,
"SWE","Sweden","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1605,,
"SWE","Sweden","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1605,,
"SWE","Sweden","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1599,,
"SWE","Sweden","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1612,,
"SWE","Sweden","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1617,,
"SWE","Sweden","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1609,,
"SWE","Sweden","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1635,,
"SWE","Sweden","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1632,,
"SWE","Sweden","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1618,,
"SWE","Sweden","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1609,,
"SWE","Sweden","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1611,,
"SWE","Sweden","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1612,,
"CHE","Switzerland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1673.6,,
"CHE","Switzerland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1635,,
"CHE","Switzerland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1614,,
"CHE","Switzerland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1626.8,,
"CHE","Switzerland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1656.5,,
"CHE","Switzerland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1651.7,,
"CHE","Switzerland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1643.2,,
"CHE","Switzerland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1632.7,,
"CHE","Switzerland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1623.1,,
"CHE","Switzerland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1614.9,,
"CHE","Switzerland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1612.4,,
"CHE","Switzerland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1605.4,,
"CHE","Switzerland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1590.9,,
"CHE","Switzerland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1572.9,,
"CHE","Switzerland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1568.3,,
"CHE","Switzerland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1589.7,,
"TUR","Turkey","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1937,,
"TUR","Turkey","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1942,,
"TUR","Turkey","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1943,,
"TUR","Turkey","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1943,,
"TUR","Turkey","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1918,,
"TUR","Turkey","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1936,,
"TUR","Turkey","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1944,,
